transaction_id,customer_id,transaction_date,transaction_amount,payment_mode,channel,gender,age,city,customer_segment,signup_date,value_segment,year_month
TXN500207,CUST100855,21-05-2023,2606.26,Debit Card,Website,Male,28,Bengaluru,Low Value,21-11-2022,Mid Value,2023-05
TXN500208,CUST101200,20-12-2024,11908.76,UPI,Website,Male,38,Mumbai,High Value,22-11-2024,Mid Value,2024-12
TXN500209,CUST101406,18-09-2024,1204.4,UPI,Mobile App,Female,64,Pune,Mid Value,07-03-2023,Low Value,2024-09
TXN500210,CUST101266,18-12-2024,1570.28,Net Banking,Website,Male,22,Delhi,High Value,05-04-2022,Mid Value,2024-12
TXN500211,CUST101590,31-03-2024,200,Wallet,Mobile App,Female,31,Delhi,Low Value,05-04-2022,Mid Value,2024-03
TXN500212,CUST101164,16-05-2024,3918.95,Credit Card,Mobile App,Male,56,Pune,Mid Value,25-09-2023,Mid Value,2024-05
TXN500213,CUST101480,07-02-2024,227.29,Credit Card,Website,Male,58,Delhi,Mid Value,30-12-2022,High Value,2024-02
TXN500214,CUST100439,15-10-2023,5974.16,Debit Card,Mobile App,Male,46,Hyderabad,High Value,27-04-2023,High Value,2023-10
TXN500215,CUST101079,21-12-2023,942.65,Credit Card,Website,Male,55,Delhi,Low Value,22-08-2023,Low Value,2023-12
TXN500216,CUST101550,09-12-2023,906.09,Net Banking,Website,Male,52,Mumbai,High Value,05-02-2022,High Value,2023-12
TXN500217,CUST100696,29-05-2023,876.49,Net Banking,Mobile App,Male,48,Hyderabad,Mid Value,18-03-2023,Mid Value,2023-05
TXN500218,CUST101849,29-07-2023,6612.26,Credit Card,Mobile App,Female,60,Bengaluru,Low Value,18-01-2022,Mid Value,2023-07
TXN500219,CUST100418,22-04-2023,8618.34,Net Banking,Mobile App,Female,23,Pune,High Value,02-10-2022,Mid Value,2023-04
TXN500220,CUST100087,15-10-2024,7965.9,UPI,Website,Male,36,Pune,Mid Value,25-12-2022,High Value,2024-10
TXN500221,CUST101632,19-06-2024,2684.13,Credit Card,Website,Female,59,Mumbai,Low Value,04-05-2024,Low Value,2024-06
TXN500222,CUST100655,18-02-2023,258.99,UPI,Mobile App,Male,26,Hyderabad,Low Value,23-08-2023,Mid Value,2023-02
TXN500223,CUST101031,27-11-2023,1074.37,Net Banking,Website,Female,59,Bengaluru,Low Value,24-04-2023,High Value,2023-11
TXN500224,CUST101500,31-12-2023,751.34,Wallet,Mobile App,Male,48,Delhi,High Value,15-11-2024,Mid Value,2023-12
TXN500225,CUST100214,11-01-2023,2711.14,Credit Card,Website,Male,63,Hyderabad,Mid Value,25-03-2022,Low Value,2023-01
TXN500226,CUST101708,07-07-2023,1492.84,Debit Card,Website,Female,48,Bengaluru,High Value,12-06-2023,High Value,2023-07
TXN500227,CUST101758,23-05-2024,2108.52,Credit Card,Mobile App,Male,42,Bengaluru,Mid Value,07-02-2023,Mid Value,2024-05
TXN500228,CUST100551,02-08-2024,200,Credit Card,Website,Female,25,Pune,High Value,09-11-2024,Low Value,2024-08
TXN500229,CUST101520,20-03-2024,3359.91,UPI,Mobile App,Female,28,Delhi,Mid Value,01-09-2023,Mid Value,2024-03
TXN500230,CUST101717,31-03-2023,6682.8,Debit Card,Mobile App,Male,32,Chennai,Mid Value,11-02-2022,High Value,2023-03
TXN500231,CUST100502,13-09-2024,2434.88,UPI,Mobile App,Male,35,Hyderabad,Mid Value,05-04-2024,Mid Value,2024-09
TXN500232,CUST101805,06-11-2024,4202.26,UPI,Website,Male,57,Delhi,High Value,23-02-2024,Mid Value,2024-11
TXN500233,CUST100698,23-03-2024,1431.25,Net Banking,Mobile App,Female,46,Hyderabad,Low Value,04-11-2023,Mid Value,2024-03
TXN500234,CUST100244,18-12-2024,200,Net Banking,Mobile App,Male,39,Pune,High Value,27-07-2024,High Value,2024-12
TXN500235,CUST101501,01-02-2023,10237.1,Net Banking,Mobile App,Female,46,Pune,Mid Value,06-11-2024,Mid Value,2023-02
TXN500236,CUST100308,23-11-2023,200,Net Banking,Mobile App,Female,23,Hyderabad,Low Value,07-12-2023,Low Value,2023-11
TXN500237,CUST100230,15-03-2023,471.13,Debit Card,Mobile App,Female,32,Delhi,Low Value,29-02-2024,Mid Value,2023-03
TXN500238,CUST101406,08-09-2023,200,Net Banking,Mobile App,Female,64,Pune,Mid Value,07-03-2023,Low Value,2023-09
TXN500239,CUST100154,25-03-2024,2157.58,UPI,Mobile App,Male,54,Hyderabad,Low Value,26-06-2022,High Value,2024-03
TXN500240,CUST101198,21-12-2023,1925.49,Net Banking,Website,Male,32,Pune,High Value,28-10-2024,High Value,2023-12
TXN500241,CUST100847,16-06-2024,517.67,Wallet,Mobile App,Female,22,Chennai,High Value,24-07-2022,Low Value,2024-06
TXN500242,CUST100114,23-10-2023,6904.75,Debit Card,Website,Male,26,Pune,High Value,21-08-2023,High Value,2023-10
TXN500243,CUST101413,25-10-2023,5384.4,Credit Card,Website,Female,41,Hyderabad,High Value,17-09-2022,High Value,2023-10
TXN500244,CUST100310,24-11-2023,722.13,UPI,Website,Female,64,Mumbai,Mid Value,24-06-2023,Low Value,2023-11
TXN500245,CUST100992,29-10-2023,2366.05,Net Banking,Mobile App,Female,52,Pune,Mid Value,30-08-2023,High Value,2023-10
TXN500246,CUST100299,26-05-2024,4251.79,Credit Card,Mobile App,Female,49,Delhi,Mid Value,08-03-2024,High Value,2024-05
TXN500247,CUST101041,04-12-2023,981.14,Debit Card,Mobile App,Female,55,Mumbai,Mid Value,23-01-2023,High Value,2023-12
TXN500248,CUST100783,07-08-2024,643.43,Debit Card,Website,Female,44,Chennai,Mid Value,12-09-2024,Mid Value,2024-08
TXN500249,CUST100011,09-01-2024,651.13,Net Banking,Mobile App,Male,26,Mumbai,Mid Value,07-08-2022,Mid Value,2024-01
TXN500250,CUST101427,06-07-2024,3778.14,UPI,Mobile App,Male,41,Hyderabad,Mid Value,04-06-2022,Low Value,2024-07
TXN500251,CUST101836,04-04-2023,1368.15,UPI,Mobile App,Female,43,Bengaluru,High Value,10-06-2024,High Value,2023-04
TXN500252,CUST101727,12-05-2023,2764.2,UPI,Mobile App,Male,53,Hyderabad,High Value,27-11-2022,Mid Value,2023-05
TXN500253,CUST100231,02-09-2024,2311.5,Credit Card,Mobile App,Female,59,Mumbai,Mid Value,14-05-2024,High Value,2024-09
TXN500254,CUST100954,22-02-2023,804.34,Credit Card,Mobile App,Male,29,Delhi,Mid Value,30-10-2023,High Value,2023-02
TXN500255,CUST101628,10-05-2024,513.24,Credit Card,Mobile App,Male,22,Hyderabad,Mid Value,17-12-2023,Mid Value,2024-05
TXN500256,CUST100729,17-08-2023,295.74,UPI,Mobile App,Female,24,Delhi,Low Value,07-09-2024,Low Value,2023-08
TXN500257,CUST101301,01-10-2024,200,Debit Card,Website,Female,24,Mumbai,Mid Value,01-05-2023,Low Value,2024-10
TXN500258,CUST101376,31-07-2023,200,UPI,Mobile App,Female,44,Delhi,Low Value,11-06-2023,Mid Value,2023-07
TXN500259,CUST101017,18-05-2024,651.3,Wallet,Mobile App,Male,29,Pune,Mid Value,27-12-2024,Mid Value,2024-05
TXN500260,CUST100998,09-05-2024,2750.8,Net Banking,Website,Female,38,Hyderabad,High Value,22-09-2024,High Value,2024-05
TXN500261,CUST100302,01-11-2024,370.31,UPI,Website,Male,22,Bengaluru,High Value,20-05-2023,Mid Value,2024-11
TXN500262,CUST100540,21-08-2023,1630.35,UPI,Mobile App,Male,30,Mumbai,High Value,16-01-2024,Mid Value,2023-08
TXN500263,CUST100469,12-03-2023,618.67,Debit Card,Mobile App,Female,49,Mumbai,Low Value,03-05-2024,Low Value,2023-03
TXN500264,CUST100812,17-12-2024,1577.51,UPI,Mobile App,Male,33,Bengaluru,Mid Value,30-10-2024,Mid Value,2024-12
TXN500265,CUST100076,08-07-2023,3049.95,Credit Card,Mobile App,Female,50,Hyderabad,Mid Value,15-03-2024,High Value,2023-07
TXN500266,CUST101019,24-10-2024,680.29,UPI,Mobile App,Male,39,Hyderabad,Low Value,10-12-2024,Mid Value,2024-10
TXN500267,CUST101544,08-01-2023,940.62,Credit Card,Mobile App,Female,58,Bengaluru,Mid Value,15-12-2022,Low Value,2023-01
TXN500268,CUST100023,28-11-2023,2824.23,Credit Card,Mobile App,Female,36,Pune,Mid Value,23-12-2022,Low Value,2023-11
TXN500269,CUST101038,03-09-2024,1738.89,Credit Card,Mobile App,Male,58,Pune,Mid Value,08-07-2022,Mid Value,2024-09
TXN500270,CUST100675,16-01-2023,218.55,Credit Card,Mobile App,Male,49,Pune,Low Value,20-11-2024,Low Value,2023-01
TXN500271,CUST100524,27-10-2024,3122.8,UPI,Mobile App,Female,59,Hyderabad,High Value,21-09-2022,Mid Value,2024-10
TXN500272,CUST100346,30-10-2024,714.9,Net Banking,Mobile App,Male,23,Pune,High Value,02-03-2023,Mid Value,2024-10
TXN500273,CUST100171,03-04-2023,1069.7,UPI,Website,Male,31,Chennai,Mid Value,19-01-2024,Low Value,2023-04
TXN500274,CUST101892,19-09-2023,618.8,UPI,Mobile App,Male,45,Pune,Mid Value,18-10-2024,Mid Value,2023-09
TXN500275,CUST101350,02-07-2024,1724.48,Credit Card,Website,Female,30,Delhi,Mid Value,31-12-2024,High Value,2024-07
TXN500276,CUST100711,10-06-2023,2706.46,Net Banking,Website,Female,64,Bengaluru,Low Value,17-01-2024,Low Value,2023-06
TXN500277,CUST101508,17-12-2023,3576.43,UPI,Mobile App,Female,62,Mumbai,Mid Value,28-05-2024,High Value,2023-12
TXN500278,CUST100488,23-06-2023,5615.75,Credit Card,Website,Male,54,Delhi,Low Value,01-08-2022,Mid Value,2023-06
TXN500279,CUST101485,13-11-2023,979.14,Credit Card,Mobile App,Male,41,Delhi,Mid Value,01-10-2023,Mid Value,2023-11
TXN500280,CUST100377,18-01-2023,5934.11,UPI,Website,Male,58,Hyderabad,Low Value,06-06-2023,Mid Value,2023-01
TXN500281,CUST101611,30-04-2024,2111.12,Net Banking,Website,Female,61,Mumbai,Low Value,12-08-2023,Mid Value,2024-04
TXN500282,CUST101187,02-01-2024,1085.99,Debit Card,Website,Male,42,Chennai,Low Value,20-04-2023,Mid Value,2024-01
TXN500283,CUST100371,17-12-2023,4802.54,UPI,Mobile App,Female,51,Pune,High Value,18-09-2024,Mid Value,2023-12
TXN500284,CUST101596,11-06-2024,1906.56,UPI,Mobile App,Female,44,Chennai,Mid Value,12-12-2023,Mid Value,2024-06
TXN500285,CUST100999,10-03-2024,1332.44,UPI,Website,Male,49,Delhi,Mid Value,18-12-2024,Low Value,2024-03
TXN500286,CUST100976,27-09-2023,200,Wallet,Mobile App,Female,23,Bengaluru,Mid Value,27-07-2023,Mid Value,2023-09
TXN500287,CUST101447,09-03-2023,2781.03,Credit Card,Mobile App,Female,24,Delhi,Mid Value,09-06-2022,High Value,2023-03
TXN500288,CUST100756,30-01-2023,200,Wallet,Mobile App,Female,62,Mumbai,Low Value,11-01-2023,High Value,2023-01
TXN500289,CUST100476,12-11-2023,751.6,Credit Card,Mobile App,Male,51,Bengaluru,Mid Value,18-10-2022,Mid Value,2023-11
TXN500290,CUST100381,13-06-2023,7176.75,UPI,Website,Female,42,Chennai,High Value,11-11-2022,Mid Value,2023-06
TXN500291,CUST100154,16-11-2023,371.08,UPI,Mobile App,Male,54,Hyderabad,Low Value,26-06-2022,High Value,2023-11
TXN500292,CUST100256,14-01-2023,822.04,Credit Card,Mobile App,Male,42,Pune,Mid Value,16-04-2022,Mid Value,2023-01
TXN500293,CUST101779,06-10-2023,5925.15,UPI,Website,Female,46,Chennai,High Value,13-05-2022,Mid Value,2023-10
TXN500294,CUST100673,07-03-2024,906.43,UPI,Mobile App,Female,41,Mumbai,High Value,28-07-2024,High Value,2024-03
TXN500295,CUST100067,29-10-2024,876.7,UPI,Website,Male,38,Mumbai,Mid Value,15-09-2024,Low Value,2024-10
TXN500296,CUST100343,25-09-2024,2296.79,Credit Card,Mobile App,Female,49,Hyderabad,Low Value,29-03-2024,High Value,2024-09
TXN500297,CUST101300,20-09-2023,309.81,UPI,Website,Male,58,Delhi,Low Value,07-04-2024,High Value,2023-09
TXN500298,CUST100672,12-11-2024,7926.08,Wallet,Mobile App,Female,35,Hyderabad,Mid Value,31-08-2024,High Value,2024-11
TXN500299,CUST100390,05-06-2024,707.55,Credit Card,Mobile App,Male,48,Bengaluru,High Value,03-03-2024,Low Value,2024-06
TXN500300,CUST101472,21-06-2023,3388.72,UPI,Mobile App,Male,30,Hyderabad,Low Value,08-06-2024,Mid Value,2023-06
TXN500301,CUST100258,24-12-2023,746.1,Credit Card,Mobile App,Female,40,Delhi,Mid Value,01-11-2023,Low Value,2023-12
TXN500302,CUST100306,13-01-2023,708.61,Debit Card,Website,Female,31,Mumbai,Mid Value,06-10-2023,Mid Value,2023-01
TXN500303,CUST101870,25-12-2024,200,Credit Card,Mobile App,Male,40,Pune,High Value,14-02-2024,Mid Value,2024-12
TXN500304,CUST101118,03-11-2024,279.54,UPI,Mobile App,Male,28,Pune,Low Value,16-04-2022,Low Value,2024-11
TXN500305,CUST100949,20-08-2023,1623.77,UPI,Mobile App,Male,26,Delhi,High Value,16-11-2023,Mid Value,2023-08
TXN500306,CUST101487,20-04-2024,1892.03,Credit Card,Website,Male,46,Pune,High Value,18-09-2023,Low Value,2024-04
TXN500307,CUST100969,15-04-2024,3722.33,UPI,Mobile App,Male,45,Mumbai,Mid Value,08-10-2024,High Value,2024-04
TXN500308,CUST100245,09-06-2023,200,Credit Card,Website,Female,50,Pune,Low Value,22-01-2023,Mid Value,2023-06
TXN500309,CUST100732,30-09-2024,968.64,UPI,Mobile App,Male,48,Delhi,Mid Value,11-07-2022,Mid Value,2024-09
TXN500310,CUST101658,13-07-2024,491.35,Debit Card,Website,Male,47,Mumbai,Low Value,15-12-2023,Low Value,2024-07
TXN500311,CUST100186,18-09-2023,974.55,Debit Card,Mobile App,Female,37,Delhi,Low Value,29-10-2022,Low Value,2023-09
TXN500312,CUST101797,26-07-2024,962.35,UPI,Mobile App,Female,46,Mumbai,High Value,12-05-2022,Low Value,2024-07
TXN500313,CUST100924,25-09-2024,962.26,UPI,Mobile App,Male,21,Mumbai,Low Value,12-01-2022,Mid Value,2024-09
TXN500314,CUST100784,24-08-2024,815.17,UPI,Mobile App,Female,39,Hyderabad,High Value,25-12-2022,Low Value,2024-08
TXN500315,CUST101396,25-12-2023,3176.43,Credit Card,Mobile App,Male,48,Delhi,High Value,12-04-2023,Mid Value,2023-12
TXN500316,CUST101595,12-09-2023,2574.52,Debit Card,Mobile App,Female,41,Mumbai,Low Value,09-07-2022,High Value,2023-09
TXN500317,CUST101429,24-08-2024,919.04,Credit Card,Mobile App,Male,46,Delhi,Low Value,10-07-2024,Low Value,2024-08
TXN500318,CUST100407,29-05-2024,348.47,Credit Card,Mobile App,Female,59,Delhi,Low Value,28-02-2024,Mid Value,2024-05
TXN500319,CUST101148,07-10-2023,1606.86,Wallet,Mobile App,Male,51,Mumbai,High Value,13-06-2023,Low Value,2023-10
TXN500320,CUST101360,27-04-2023,5525.14,Credit Card,Website,Female,46,Delhi,High Value,02-06-2024,High Value,2023-04
TXN500321,CUST100340,01-09-2024,290.15,Credit Card,Mobile App,Male,47,Bengaluru,Mid Value,22-03-2023,Low Value,2024-09
TXN500322,CUST100562,11-06-2023,3076.67,Credit Card,Mobile App,Male,32,Hyderabad,High Value,24-10-2023,Mid Value,2023-06
TXN500323,CUST101201,25-10-2023,2012.43,Credit Card,Website,Female,41,Mumbai,High Value,23-07-2022,High Value,2023-10
TXN500324,CUST100650,24-10-2023,1953.96,Debit Card,Website,Male,54,Delhi,Mid Value,12-12-2022,High Value,2023-10
TXN500325,CUST100951,16-08-2024,6001.84,UPI,Mobile App,Female,36,Pune,Low Value,10-01-2023,Mid Value,2024-08
TXN500326,CUST101862,24-12-2023,6868.88,Credit Card,Mobile App,Male,33,Hyderabad,Low Value,09-10-2022,Mid Value,2023-12
TXN500327,CUST101193,21-10-2024,614.9,UPI,Mobile App,Female,41,Bengaluru,Low Value,23-10-2023,High Value,2024-10
TXN500328,CUST101062,01-06-2024,3636.04,Credit Card,Website,Male,33,Mumbai,Low Value,29-11-2022,Mid Value,2024-06
TXN500329,CUST100068,13-01-2024,2133.32,Wallet,Mobile App,Female,53,Delhi,Low Value,27-06-2024,Mid Value,2024-01
TXN500330,CUST101259,27-11-2024,1156.49,Credit Card,Mobile App,Male,63,Hyderabad,Low Value,15-07-2023,Mid Value,2024-11
TXN500331,CUST101583,01-03-2024,2410.06,Wallet,Website,Female,48,Pune,Low Value,28-10-2023,Low Value,2024-03
TXN500332,CUST100380,20-06-2024,6870.18,Debit Card,Mobile App,Female,31,Delhi,Mid Value,18-12-2023,Mid Value,2024-06
TXN500333,CUST100056,06-07-2024,1600.46,Debit Card,Mobile App,Female,60,Mumbai,High Value,24-08-2024,Mid Value,2024-07
TXN500334,CUST101300,18-06-2023,6192.43,UPI,Website,Male,58,Delhi,Low Value,07-04-2024,High Value,2023-06
TXN500335,CUST100849,29-05-2024,2265.35,UPI,Mobile App,Female,64,Delhi,Low Value,08-09-2024,High Value,2024-05
TXN500336,CUST101122,30-12-2023,1450.98,Credit Card,Mobile App,Male,44,Mumbai,Mid Value,11-06-2024,Low Value,2023-12
TXN500337,CUST100915,13-11-2024,2273.27,Wallet,Mobile App,Female,56,Hyderabad,High Value,24-12-2024,Mid Value,2024-11
TXN500338,CUST101550,05-03-2024,2029.86,Debit Card,Website,Male,52,Mumbai,High Value,05-02-2022,High Value,2024-03
TXN500339,CUST100324,22-07-2024,1204.85,Debit Card,Website,Female,54,Bengaluru,High Value,07-07-2024,High Value,2024-07
TXN500340,CUST100460,24-03-2023,1818.49,Credit Card,Mobile App,Female,39,Delhi,High Value,27-08-2022,Low Value,2023-03
TXN500341,CUST100178,26-11-2023,2672.69,Net Banking,Website,Male,46,Mumbai,Low Value,22-05-2024,High Value,2023-11
TXN500342,CUST100843,21-11-2024,4016.15,Debit Card,Mobile App,Male,61,Mumbai,Mid Value,11-03-2022,Mid Value,2024-11
TXN500343,CUST100573,13-05-2023,798.34,Debit Card,Mobile App,Female,57,Hyderabad,High Value,13-05-2022,Low Value,2023-05
TXN500344,CUST100118,20-08-2024,200,UPI,Mobile App,Female,33,Delhi,High Value,18-12-2023,Low Value,2024-08
TXN500345,CUST101492,01-04-2024,1762.68,Wallet,Mobile App,Male,41,Hyderabad,Mid Value,01-07-2024,High Value,2024-04
TXN500346,CUST100548,19-12-2023,1478.27,UPI,Mobile App,Female,50,Delhi,Low Value,11-09-2024,Mid Value,2023-12
TXN500347,CUST100645,10-12-2023,200,Credit Card,Mobile App,Male,33,Bengaluru,High Value,20-11-2022,Low Value,2023-12
TXN500348,CUST101478,04-04-2023,2202.31,UPI,Mobile App,Female,44,Hyderabad,High Value,02-01-2024,Low Value,2023-04
TXN500349,CUST100025,17-01-2024,6241.46,UPI,Mobile App,Female,37,Pune,Mid Value,23-07-2022,Mid Value,2024-01
TXN500350,CUST101513,22-10-2023,1132.01,UPI,Mobile App,Male,45,Mumbai,High Value,12-06-2022,Mid Value,2023-10
TXN500351,CUST101031,17-07-2023,4944.98,UPI,Website,Female,59,Bengaluru,Low Value,24-04-2023,High Value,2023-07
TXN500352,CUST100968,20-03-2023,3689.82,Debit Card,Mobile App,Female,22,Pune,Low Value,14-07-2022,High Value,2023-03
TXN500353,CUST101539,08-11-2024,388.08,Wallet,Mobile App,Male,23,Mumbai,Mid Value,14-12-2023,High Value,2024-11
TXN500354,CUST100532,04-07-2024,3405.11,Net Banking,Mobile App,Male,25,Mumbai,Low Value,15-08-2024,Mid Value,2024-07
TXN500355,CUST101950,02-08-2023,1599.69,UPI,Mobile App,Female,25,Chennai,High Value,09-07-2022,Low Value,2023-08
TXN500356,CUST100148,04-10-2024,5519.21,UPI,Mobile App,Male,33,Hyderabad,Low Value,07-04-2023,High Value,2024-10
TXN500357,CUST101511,30-10-2024,462.03,Debit Card,Website,Male,59,Pune,Low Value,09-04-2024,Mid Value,2024-10
TXN500358,CUST101048,08-06-2023,293.89,UPI,Website,Male,57,Chennai,High Value,28-03-2023,Low Value,2023-06
TXN500359,CUST100654,10-07-2024,607.47,Net Banking,Mobile App,Female,39,Bengaluru,Low Value,26-10-2023,Mid Value,2024-07
TXN500360,CUST101780,20-07-2023,200,Net Banking,Mobile App,Female,47,Mumbai,Mid Value,19-03-2023,Low Value,2023-07
TXN500361,CUST101954,22-01-2023,848.72,Debit Card,Mobile App,Male,31,Delhi,Mid Value,24-10-2023,Low Value,2023-01
TXN500362,CUST100944,05-12-2023,731.92,Credit Card,Mobile App,Male,50,Delhi,Mid Value,02-12-2022,Low Value,2023-12
TXN500363,CUST100554,30-08-2023,1184.09,Wallet,Website,Male,63,Hyderabad,High Value,14-03-2022,Mid Value,2023-08
TXN500364,CUST100424,26-08-2023,1367.77,Credit Card,Mobile App,Female,51,Bengaluru,Mid Value,15-06-2023,Low Value,2023-08
TXN500365,CUST100292,29-05-2023,343.92,Wallet,Mobile App,Male,37,Bengaluru,High Value,11-07-2022,High Value,2023-05
TXN500366,CUST101208,01-08-2024,2125.06,Net Banking,Website,Male,64,Mumbai,Low Value,05-12-2022,Mid Value,2024-08
TXN500367,CUST100553,07-01-2023,556.7,UPI,Mobile App,Female,28,Mumbai,Low Value,12-07-2023,Low Value,2023-01
TXN500368,CUST100430,21-08-2023,286.06,Net Banking,Mobile App,Male,48,Mumbai,High Value,30-12-2023,Low Value,2023-08
TXN500369,CUST100603,01-08-2024,2714.32,UPI,Website,Female,41,Mumbai,Mid Value,28-05-2022,Low Value,2024-08
TXN500370,CUST100316,18-03-2023,200,Debit Card,Mobile App,Male,40,Mumbai,High Value,28-01-2023,Mid Value,2023-03
TXN500371,CUST100397,03-05-2024,1010.78,UPI,Mobile App,Female,22,Delhi,Mid Value,30-06-2024,Mid Value,2024-05
TXN500372,CUST101347,28-03-2023,343.1,UPI,Mobile App,Male,46,Chennai,High Value,25-08-2023,Low Value,2023-03
TXN500373,CUST101588,10-08-2023,4716.38,Debit Card,Mobile App,Male,39,Bengaluru,Mid Value,27-07-2022,High Value,2023-08
TXN500374,CUST100595,17-02-2024,3827.73,Wallet,Website,Female,43,Delhi,Mid Value,11-07-2024,Mid Value,2024-02
TXN500375,CUST100545,06-08-2024,200,UPI,Mobile App,Female,49,Pune,Mid Value,28-07-2024,Low Value,2024-08
TXN500376,CUST100075,21-07-2023,1758.92,Credit Card,Mobile App,Female,54,Chennai,High Value,16-01-2022,Low Value,2023-07
TXN500377,CUST100864,24-07-2024,770.14,Credit Card,Mobile App,Female,22,Pune,High Value,15-12-2023,Mid Value,2024-07
TXN500378,CUST101943,03-10-2023,470.51,Wallet,Mobile App,Female,28,Mumbai,Mid Value,02-04-2022,Mid Value,2023-10
TXN500379,CUST100915,09-08-2023,821.25,Credit Card,Mobile App,Female,56,Hyderabad,High Value,24-12-2024,Mid Value,2023-08
TXN500380,CUST100708,06-06-2023,3722.86,Wallet,Mobile App,Female,63,Delhi,Mid Value,30-01-2022,Mid Value,2023-06
TXN500381,CUST100485,30-06-2023,200,Wallet,Mobile App,Female,52,Mumbai,Low Value,04-04-2022,Low Value,2023-06
TXN500382,CUST101821,25-12-2024,2298.53,Wallet,Mobile App,Male,39,Bengaluru,Mid Value,02-04-2024,Mid Value,2024-12
TXN500383,CUST101111,09-05-2023,5381.44,Debit Card,Mobile App,Male,52,Hyderabad,High Value,21-12-2024,Mid Value,2023-05
TXN500384,CUST100746,31-08-2023,1307.48,UPI,Mobile App,Male,31,Bengaluru,Mid Value,27-08-2023,Low Value,2023-08
TXN500385,CUST101255,21-06-2023,5099.25,Debit Card,Mobile App,Female,55,Chennai,Low Value,13-11-2022,High Value,2023-06
TXN500386,CUST101030,17-05-2024,5220.63,Debit Card,Website,Male,24,Bengaluru,Mid Value,05-07-2022,Low Value,2024-05
TXN500387,CUST101827,24-04-2024,2069.26,Wallet,Website,Female,46,Hyderabad,Mid Value,06-05-2023,Mid Value,2024-04
TXN500388,CUST100549,27-09-2023,1338.73,Debit Card,Mobile App,Male,61,Hyderabad,Mid Value,25-12-2024,High Value,2023-09
TXN500389,CUST100975,25-02-2024,2943.88,Credit Card,Mobile App,Female,36,Bengaluru,Low Value,08-09-2023,Mid Value,2024-02
